CD_PRODUIT|NOM_PRODUIT|PRIX_ACHAT_PRODUIT|PRIX_VENTE_PRODUIT|CD_SOUS_CATEGORIE
OFF-AP-4751|Hoover WindTunnel Plus Canister Vacuum|290.6|363.25|SC007
FUR-FU-5722|Rubbermaid ClusterMat Chairmats. Mat Size- 66 x 60. Lip 20 x 11 -90 Degree Angle|71.0272|88.784|SC012
OFF-EN-4453|GlobeWeis Peel and Seal. Set of 50|9.4116|11.7645|SC017
OFF-PA-4892|It's Hot Message Books with Stickers. 2 3/4 x 5|4.736|5.92|SC015
OFF-FA-6199|Stockwell Rubber Bands. Bulk Pack|3.8736|4.842|SC009
OFF-PA-6620|Xerox Note Cards. Recycled|5.6064|7.008|SC015
OFF-PA-4483|Green Bar Parchment Paper. Premium|6.672|8.34|SC015
OFF-PA-5274|Multicolor Computer Printout Paper|67.104|83.88|SC015
OFF-ST-6292|Tennsco Lockers. Sand|13.4272|16.784|SC008
OFF-BI-4814|Ibico Binder. Recycled|2.5344|3.168|SC013
OFF-LA-5385|Novimex File Folder Labels. Laser Printer Compatible|2.64|3.3|SC014
OFF-EN-4448|GlobeWeis Manila Envelope. Security-Tint|9.5328|11.916|SC017
FUR-FU-4077|Eldon Light Bulb. Erganomic|13.91088|17.3886|SC012
TEC-AC-5880|SanDisk Mouse. Bluetooth|16.8564|21.0705|SC011
OFF-PA-6566|Xerox 204|5.184|6.48|SC015
OFF-PA-4473|Green Bar Memo Slips. Recycled|8.0928|10.116|SC015
OFF-EN-5026|Kraft Clasp Envelope. Security-Tint|3.648|4.56|SC017
OFF-PA-6467|Xerox 1915|67.104|83.88|SC015
TEC-PH-3406|Belkin SportFit Armband For iPhone 5s/5c. Fuchsia|9.5936|11.992|SC001
OFF-ST-3927|Decoflex Hanging Personal Folder File. Blue|9.8688|12.336|SC008
OFF-BI-4820|Ibico EB-19 Dual Function Manual Binding System|41.5176|51.897|SC013
OFF-AR-5308|Newell 33|3.5712|4.464|SC006
OFF-ST-3016|Adjustable Personal File Tote|10.4192|13.024|SC008
OFF-EN-3659|Cameo Clasp Envelope. Set of 50|2.2824|2.853|SC017
OFF-AR-3969|DIXON Oriole Pencils|2.064|2.58|SC006
OFF-FA-6314|Translucent Push Pins by OIC|1.584|1.98|SC009
OFF-AR-3518|Boston 16765 Mini Stand Up Battery Pencil Sharpener|7.4624|9.328|SC006
OFF-BI-4808|Ibico Binder Covers. Durable|6.06|7.575|SC013
OFF-FA-3019|Advantus Clamps. 12 Pack|5.9904|7.488|SC009
FUR-TA-5683|Riverside Furniture Oval Coffee Table. Oval End Table. End Table with Drawer|160.636|200.795|SC004
OFF-LA-5382|Novimex File Folder Labels. 5000 Label Set|3.456|4.32|SC014
OFF-FA-3070|Advantus Staples. Bulk Pack|2.6064|3.258|SC009
TEC-AC-6316|TRENDnet 56K USB 2.0 Phone. Internet and Fax Modem|20.712|25.89|SC011
OFF-SU-4973|Kleencut Box Cutter. Easy Grip|7.7376|9.672|SC016
OFF-ST-6040|Smead Folders. Single Width|11.2128|14.016|SC008
OFF-SU-4302|Fiskars 8 Scissors. 2/Pack|13.792|17.24|SC016
OFF-ST-6039|Smead Folders. Industrial|7.188|8.985|SC008
OFF-EN-5029|Kraft Interoffice Envelope. Recycled|10.9728|13.716|SC017
OFF-EN-3104|Ames Manila Envelope. Recycled|7.5168|9.396|SC017
OFF-BI-3253|Avery Binder. Economy|8.772|10.965|SC013
OFF-PA-6095|Spiral Phone Message Books with Labels by Adams|2.8672|3.584|SC015
OFF-SU-6162|Stiletto Box Cutter. Serrated|13.85208|17.3151|SC016
TEC-PH-5343|Nokia Lumia 1020|287.9936|359.992|SC001
FUR-FU-4042|Eldon Door Stop. Durable|11.3256|14.157|SC012
OFF-BI-4363|GBC Recycled Regency Composition Covers|9.5648|11.956|SC013
OFF-BI-3264|Avery Durable Binders|0.6912|0.864|SC013
OFF-LA-6034|Smead File Folder Labels. 5000 Label Set|4.944|6.18|SC014
OFF-BI-3118|Angle-D Binders with Locking Rings. Label Holders|1.168|1.46|SC013
OFF-BI-6404|Wilson Jones Index Tab. Economy|1.548|1.935|SC013
FUR-BO-5947|Sauder Camden County Collection Library|62.54912|78.1864|SC005
OFF-LA-4665|Hon Legal Exhibit Labels. Laser Printer Compatible|2.3168|2.896|SC014
OFF-FA-6185|Stockwell Clamps. Assorted Sizes|12.0096|15.012|SC009
OFF-ST-4251|Fellowes Box. Industrial|10.752|13.44|SC008
FUR-BO-3643|Bush Mission Pointe Library|120.784|150.98|SC005
FUR-CH-4425|Global Task Chair. Black|28.4984|35.623|SC002
OFF-SU-4987|Kleencut Scissors. Serrated|9.1152|11.394|SC016
OFF-EN-4918|Jiffy Manila Envelope. Recycled|10.9164|13.6455|SC017
FUR-FU-3922|DAX Two-Tone Silver Metal Document Frame|12.9536|16.192|SC012
OFF-BI-3291|Avery Hole Reinforcements. Economy|1.0584|1.323|SC013
OFF-AR-5919|Sanford Markers. Fluorescent|7.8432|9.804|SC006
OFF-PA-4481|Green Bar Parchment Paper. 8.5 x 11|8.82768|11.0346|SC015
OFF-PA-6084|Southworth 25% Cotton Linen-Finish Paper & Envelopes|5.7984|7.248|SC015
FUR-CH-4396|Global Comet Stacking Arm Chair|338.008|422.51|SC002
TEC-PH-4894|Jabra SPEAK 410|60.1536|75.192|SC001
OFF-LA-3299|Avery Legal Exhibit Labels. Alphabetical|4.464|5.58|SC014
OFF-BI-2913|Acco Hole Reinforcements. Durable|5.41824|6.7728|SC013
OFF-PA-6607|Xerox Computer Printout Paper. Premium|8.4288|10.536|SC015
OFF-ST-5689|Rogers Box. Wire Frame|7.3728|9.216|SC008
OFF-ST-6267|Tenex Personal Self-Stacking Standard File Box. Black/Gray|13.528|16.91|SC008
OFF-BI-4832|Ibico Plastic and Wire Spiral Binding Combs|1.3488|1.686|SC013
OFF-AR-5307|Newell 329|2.624|3.28|SC006
OFF-ST-6286|Tennsco 16-Compartment Lockers with Coat Rack|414.6496|518.312|SC008
TEC-MA-5081|Lexmark MarkNet N8150 Wireless Print Server|96.468|120.585|SC010
OFF-AP-4224|Euro-Pro Shark Turbo Vacuum|22.3056|27.882|SC007
OFF-PA-6222|Telephone Message Books with Fax/Mobile Section. 5 1/2 x 3 3/16|5.08|6.35|SC015
OFF-AR-3284|Avery Hi-Liter Fluorescent Desk Style Markers|2.704|3.38|SC006
OFF-BI-4330|Flexible Leather- Look Classic Collection Ring Binder|4.5456|5.682|SC013
OFF-PA-6591|Xerox 227|4.1472|5.184|SC015
OFF-SU-4312|Fiskars Ruler. High Speed|4.6176|5.772|SC016
OFF-EN-5022|Kraft Business Envelopes. Recycled|6.7056|8.382|SC017
FUR-TA-3753|Chromcraft Bull-Nose Wood Oval Conference Tables & Bases|440.784|550.98|SC004
TEC-MA-6633|Zebra ZM400 Thermal Label Printer|928.76|1160.95|SC010
OFF-FA-3060|Advantus Rubber Bands. 12 Pack|5.1264|6.408|SC009
OFF-SU-4984|Kleencut Ruler. Steel|5.49504|6.8688|SC016
FUR-FU-4074|Eldon Light Bulb. Black|10.08|12.6|SC012
OFF-SU-2966|Acme Box Cutter. High Speed|15.12|18.9|SC016
OFF-LA-3210|Avery 490|11.84|14.8|SC014
OFF-BI-5093|Lock-Up Easel 'Spel-Binder'|18.2592|22.824|SC013
OFF-LA-6051|Smead Removable Labels. Adjustable|3.4848|4.356|SC014
TEC-AC-5232|Micro Innovations Wireless Classic Keyboard with Mouse|19.1936|23.992|SC011
OFF-FA-5477|OIC Rubber Bands. Bulk Pack|8.1936|10.242|SC009
FUR-FU-4023|Eldon 500 Class Desk Accessories|9.656|12.07|SC012
OFF-SU-2991|Acme Scissors. Steel|10.5984|13.248|SC016
OFF-FA-3071|Advantus Staples. Metal|2.6352|3.294|SC009
OFF-LA-5399|Novimex Round Labels. Adjustable|2.76888|3.4611|SC014
OFF-FA-6196|Stockwell Push Pins. Metal|7.52|9.4|SC009
OFF-BI-2891|Acco Binder Covers. Clear|3.0672|3.834|SC013
TEC-MA-4191|Epson Calculator. White|32.2704|40.338|SC010
TEC-PH-3881|Cyber Acoustics AC-202b Speech Recognition Stereo Headset|10.392|12.99|SC001
OFF-AR-4237|Faber Castell Col-Erase Pencils|3.912|4.89|SC006
OFF-FA-2949|Accos Push Pins. Bulk Pack|4.6464|5.808|SC009
FUR-FU-5479|OIC Stacking Trays|2.1376|2.672|SC012
OFF-FA-3057|Advantus Push Pins. Metal|11.64|14.55|SC009
FUR-CH-4409|Global Fabric Manager's Chair. Dark Gray|56.5488|70.686|SC002
OFF-PA-5228|Message Book. Standard Line While You Were Out. 5 1/2 X 4. 200 Sets/Book|6.848|8.56|SC015
OFF-BI-2896|Acco Binder. Durable|5.328|6.66|SC013
OFF-ST-4890|Iris 3-Drawer Stacking Bin. Black|16.712|20.89|SC008
OFF-BI-3249|Avery Binder Covers. Recycled|2.7432|3.429|SC013
OFF-FA-2944|Accos Paper Clips. Assorted Sizes|5.616|7.02|SC009
OFF-EN-3512|Blue String-Tie & Button Interoffice Envelopes. 10 x 13|25.5872|31.984|SC017
OFF-BI-3723|Cardinal Binder. Recycled|2.2704|2.838|SC013
OFF-ST-4277|Fellowes Personal Hanging Folder Files. Navy|8.5952|10.744|SC008
OFF-LA-5715|Round Specialty Laser Printer Labels|10.024|12.53|SC014
OFF-BI-4350|GBC Linen Binding Covers|4.9568|6.196|SC013
OFF-SU-4313|Fiskars Ruler. Serrated|4.71912|5.8989|SC016
FUR-FU-3039|Advantus Light Bulb. Erganomic|3.9872|4.984|SC012
OFF-AR-3547|Boston Pens. Easy-Erase|6.9552|8.694|SC006
OFF-BI-3275|Avery Flip-Chart Easel Binder. Black|14.3232|17.904|SC013
TEC-AC-4869|Imation Bio 2GB USBÿFlash Drive ImationÿCorp|104.944|131.18|SC011
OFF-AP-4740|Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs. 2/Pk|2.528|3.16|SC007
TEC-MA-4189|Epson Calculator. Durable|14.8896|18.612|SC010
FUR-FU-5734|Rubbermaid Light Bulb. Erganomic|5.5872|6.984|SC012
OFF-AR-3852|Crayola Anti Dust Chalk. 12/Pack|1.456|1.82|SC006
OFF-EN-5044|Kraft Peel and Seal. with clear poly window|5.7672|7.209|SC017
OFF-SU-2975|Acme Kleen Earth Office Shears|3.104|3.88|SC016
OFF-PA-3997|Eaton Memo Slips. Recycled|6.006|7.5075|SC015
FUR-TA-4614|Hon 2111 Invitation Series Corner Table|167.496|209.37|SC004
OFF-PA-3993|Eaton Computer Printout Paper. Recycled|8.4672|10.584|SC015
OFF-ST-4253|Fellowes Box. Wire Frame|12.45|15.5625|SC008
OFF-LA-3323|Avery Shipping Labels. Laser Printer Compatible|5.214|6.5175|SC014
OFF-PA-4168|Enermax Message Books. Multicolor|5.7384|7.173|SC015
OFF-PA-6102|Standard Line ?While You Were Out? Hardbound Telephone Message Book|14.0672|17.584|SC015
OFF-ST-5671|Recycled Steel Personal File for Hanging File Folders|36.6272|45.784|SC008
OFF-BI-2919|Acco Index Tab. Economy|2.4192|3.024|SC013
OFF-LA-6042|Smead Legal Exhibit Labels. 5000 Label Set|3.6768|4.596|SC014
OFF-PA-6333|Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)|4.784|5.98|SC015
OFF-AR-3548|Boston Pens. Fluorescent|7.4304|9.288|SC006
TEC-PH-5624|Polycom SoundStation2 EX Conferenceÿphone|259.168|323.96|SC001
TEC-AC-4301|First Data TMFD35 PIN Pad|114.24|142.8|SC011
TEC-PH-3168|AT&T EL51110 DECT|100.792|125.99|SC001
TEC-AC-5601|Plantronics Audio 995 Wireless Stereo Headset|70.368|87.96|SC011
OFF-EN-3674|Cameo Peel and Seal. Security-Tint|7.488|9.36|SC017
OFF-AR-3549|Boston Pens. Water Color|9.28|11.6|SC006
FUR-FU-4021|Eldon 300 Class Desk Accessories. Black|3.96|4.95|SC012
FUR-FU-4069|Eldon Image Series Black Desk Accessories|2.6496|3.312|SC012
OFF-AP-4726|Hoover Commercial Lightweight Upright Vacuum|2.2272|2.784|SC007
OFF-BI-5641|Pressboard Data Binder. Crimson. 12 X 8 1/2|1.2816|1.602|SC013
OFF-BI-4824|Ibico Hole Reinforcements. Durable|2.0376|2.547|SC013
OFF-SU-4988|Kleencut Scissors. Steel|9.2544|11.568|SC016
OFF-BI-4821|Ibico EPK-21 Electric Binding System|1511.992|1889.99|SC013
FUR-BO-5965|Sauder Inglewood Library Bookcases|116.2664|145.333|SC005
OFF-AR-5550|Panasonic KP-150 Electric Pencil Sharpener|24.1536|30.192|SC006
OFF-AR-3497|Binney & Smith Pens. Fluorescent|3.168|3.96|SC006
OFF-PA-5871|SanDisk Memo Slips. Recycled|5.4048|6.756|SC015
OFF-PA-4469|Green Bar Computer Printout Paper. Recycled|9.4944|11.868|SC015
OFF-AP-4609|Holmes Replacement Filter for HEPA Air Cleaner. Medium Room|9.064|11.33|SC007
OFF-BI-3248|Avery Binder Covers. Economy|4.7232|5.904|SC013
OFF-PA-6483|Xerox 193|4.784|5.98|SC015
OFF-ST-5598|Pizazz Global Quick File|9.5808|11.976|SC008
OFF-ST-5277|Neat Ideas Personal Hanging Folder Files. Black|8.5952|10.744|SC008
OFF-AR-3522|Boston 1827 Commercial Additional Cutter. Drive Gear & Gear Rack for 1606|15.864|19.83|SC006
OFF-LA-3216|Avery 496|2.4|3|SC014
OFF-LA-3205|Avery 486|4.6784|5.848|SC014
OFF-PA-6444|Xerox 1894|4.1472|5.184|SC015
FUR-FU-5159|Luxo Economy Swing Arm Lamp|15.952|19.94|SC012
TEC-AC-5103|Logitech G105 Gaming Keyboard|47.496|59.37|SC011
OFF-FA-3053|Advantus Push Pins. 12 Pack|5.87664|7.3458|SC009
OFF-AP-2886|Acco 6 Outlet Guardian Premium Plus Surge Suppressor|2.9312|3.664|SC007
OFF-LA-6052|Smead Removable Labels. Laser Printer Compatible|4.128|5.16|SC014
OFF-FA-5486|OIC Thumb Tacks. Bulk Pack|5.96568|7.4571|SC009
OFF-EN-5167|Manila Recycled Extra-Heavyweight Clasp Envelopes. 6 x 9|8.784|10.98|SC017
OFF-PA-6505|Xerox 195|4.2752|5.344|SC015
OFF-EN-4434|GlobeWeis Business Envelopes. with clear poly window|8.352|10.44|SC017
OFF-FA-3061|Advantus Rubber Bands. Assorted Sizes|5.95296|7.4412|SC009
OFF-PA-6543|Xerox 1985|4.1472|5.184|SC015
TEC-AC-5183|Maxell CD-R Discs|1.2608|1.576|SC011
TEC-AC-5151|LogitechÿVX Revolution Cordless Laser Mouse for Notebooks (Black)|115.1936|143.992|SC011
TEC-PH-4893|Jabra BIZ 2300 Duo QD Duo CordedÿHeadset|81.2736|101.592|SC001
OFF-ST-4243|Fellowes Bankers Box Recycled Super Stor/Drawer|34.5472|43.184|SC008
TEC-PH-3169|AT&T SB67148 SynJ|52.792|65.99|SC001
TEC-AC-5127|Logitech Mouse. Erganomic|11.9196|14.8995|SC011
TEC-AC-3086|AmazonBasics 3-Button USB Wired Mouse|5.592|6.99|SC011
OFF-LA-4664|Hon Legal Exhibit Labels. Alphabetical|7.6896|9.612|SC014
OFF-SU-4980|Kleencut Letter Opener. Steel|12.672|15.84|SC016
OFF-LA-5374|Novimex Color Coded Labels. 5000 Label Set|4.0992|5.124|SC014
OFF-BI-3474|Binding Machine Supplies|23.336|29.17|SC013
OFF-PA-3994|Eaton Memo Slips. 8.5 x 11|5.7216|7.152|SC015
TEC-PH-6017|SKILCRAFT Telephone Shoulder Rest. 2 x 6.5 x 2.5. Black|4.7296|5.912|SC001
OFF-SU-2987|Acme Ruler. Steel|8.592|10.74|SC016
OFF-AR-6123|Stanley Pens. Fluorescent|3.6192|4.524|SC006
OFF-PA-4149|Enermax Computer Printout Paper. Premium|6.8328|8.541|SC015
OFF-PA-4160|Enermax Memo Slips. Multicolor|7.5108|9.3885|SC015
OFF-EN-2853|#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes|10.0736|12.592|SC017
OFF-LA-3297|Avery Legal Exhibit Labels. 5000 Label Set|4.97352|6.2169|SC014
OFF-PA-5868|SanDisk Memo Slips. 8.5 x 11|9.2928|11.616|SC015
OFF-AR-3466|BIC Pens. Fluorescent|4.9728|6.216|SC006
FUR-CH-4426|Global Troy Executive Leather Low-Back Tilter|360.7056|450.882|SC002
FUR-FU-3949|Deflect-O Light Bulb. Erganomic|5.6352|7.044|SC012
TEC-AC-5898|SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card|10.392|12.99|SC011
OFF-BI-3254|Avery Binder. Recycled|4.2432|5.304|SC013
OFF-LA-4659|Hon File Folder Labels. Alphabetical|1.8048|2.256|SC014
OFF-EN-3108|Ames Peel and Seal. Recycled|4.1976|5.247|SC017
OFF-FA-3835|Colored Push Pins|1.1584|1.448|SC009
OFF-EN-4435|GlobeWeis Clasp Envelope. Recycled|2.784|3.48|SC017
OFF-EN-3107|Ames Manila Envelope. with clear poly window|11.96952|14.9619|SC017
FUR-FU-5731|Rubbermaid Light Bulb. Black|5.024|6.28|SC012
OFF-ST-6090|Space Solutions Industrial Galvanized Steel Shelving.|50.432|63.04|SC008
TEC-AC-5148|LogitechÿLS21 Speaker System - PC Multimedia - 2.1-CH - Wired|12.7936|15.992|SC011
OFF-AP-3369|Belkin 8 Outlet SurgeMaster II Gold Surge Protector|9.5968|11.996|SC007
OFF-EN-5043|Kraft Peel and Seal. Set of 50|10.928|13.66|SC017
OFF-ST-6230|Tenex Box. Single Width|8.816|11.02|SC008
TEC-AC-5195|Memorex Flash Drive. Programmable|7.416|9.27|SC011
OFF-PA-3998|Eaton Message Books. 8.5 x 11|9.888|12.36|SC015
OFF-PA-6548|Xerox 199|2.7392|3.424|SC015
OFF-AR-6114|Stanley Markers. Blue|5.328|6.66|SC006
OFF-FA-5462|OIC Clamps. 12 Pack|10.24|12.8|SC009
FUR-BO-3632|Bush Cubix Collection Bookcases. Fully Assembled|53.0352|66.294|SC005
OFF-AR-3546|Boston Pens. Blue|4.5504|5.688|SC006
OFF-EN-4431|GlobeWeis Business Envelopes. Recycled|7.7472|9.684|SC017
OFF-BI-4809|Ibico Binder Covers. Economy|3.276|4.095|SC013
OFF-PA-3007|Adams While You Were Out Message Pads|2.0096|2.512|SC015
OFF-BI-6375|Wilson Jones Binder Covers. Durable|3.0456|3.807|SC013
OFF-ST-5687|Rogers Box. Industrial|5.868|7.335|SC008
OFF-BI-4249|Fellowes Black Plastic Comb Bindings|4.648|5.81|SC013
FUR-BO-5963|Sauder Forest Hills Library with Doors. Woodland Oak Finish|109.4664|136.833|SC005
OFF-BI-3246|Avery Binder Covers. Clear|5.616|7.02|SC013
OFF-ST-6249|Tenex Folders. Blue|7.4304|9.288|SC008
OFF-PA-4184|Enermax Parchment Paper. Recycled|4.896|6.12|SC015
OFF-ST-4031|Eldon Box. Wire Frame|4.4784|5.598|SC008
FUR-FU-4019|Eldon 200 Class Desk Accessories. Burgundy|5.024|6.28|SC012
OFF-AP-4215|Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac|0.6496|0.812|SC007
OFF-BI-6403|Wilson Jones Index Tab. Durable|5.406|6.7575|SC013
OFF-PA-6432|Xerox 1883|21.104|26.38|SC015
FUR-FU-3036|Advantus Light Bulb. Black|4.8168|6.021|SC012
OFF-FA-2941|Accos Clamps. Assorted Sizes|5.3856|6.732|SC009
OFF-AR-5928|Sanford Pocket Accent Highlighters|1.28|1.6|SC006
TEC-AC-5238|Microsoft Wireless Mobile Mouse 4000|25.5936|31.992|SC011
OFF-FA-6193|Stockwell Push Pins. 12 Pack|5.888|7.36|SC009
OFF-PA-6435|Xerox 1886|38.32|47.9|SC015
OFF-BI-3720|Cardinal Binder. Clear|2.8352|3.544|SC013
FUR-FU-6297|Tensor Hersey Kiss Styled Floor Lamp|8.3136|10.392|SC012
OFF-PA-6561|Xerox 200|4.1472|5.184|SC015
OFF-PA-6576|Xerox 213|5.184|6.48|SC015
OFF-BI-4811|Ibico Binder. Clear|3.5856|4.482|SC013
TEC-MA-5000|Konica Calculator. White|33.22656|41.5332|SC010
FUR-FU-4104|Eldon Stacking Tray. Erganomic|9.6384|12.048|SC012
OFF-PA-6081|Southworth 100% R‚sum‚ Paper. 24lb.|6.224|7.78|SC015
OFF-BI-2918|Acco Index Tab. Durable|1.4304|1.788|SC013
OFF-PA-6612|Xerox Memo Slips. Recycled|5.9136|7.392|SC015
TEC-AC-5178|Maxell 4.7GB DVD-R|22.704|28.38|SC011
FUR-FU-3937|Deflect-o DuraMat Lighweight. Studded. Beveled Mat for Low Pile Carpeting|27.296|34.12|SC012
FUR-FU-2858|12-1/2 Diameter Round Wall Clock|12.7872|15.984|SC012
FUR-BO-5527|O'Sullivan Living Dimensions 2-Shelf Bookcases|77.4272|96.784|SC005
OFF-LA-4663|Hon Legal Exhibit Labels. Adjustable|6.3072|7.884|SC014
OFF-PA-4183|Enermax Parchment Paper. Premium|4.9248|6.156|SC015
OFF-PA-6526|Xerox 197|19.8272|24.784|SC015
OFF-FA-2952|Accos Rubber Bands. Assorted Sizes|3.3912|4.239|SC009
OFF-AR-3533|Boston Highlighters. Fluorescent|14.4936|18.117|SC006
OFF-AR-3465|BIC Pens. Easy-Erase|3.492|4.365|SC006
OFF-PA-6609|Xerox Memo Slips. 8.5 x 11|3.7696|4.712|SC015
OFF-PA-5892|SanDisk Parchment Paper. Premium|5.3472|6.684|SC015
TEC-PH-3382|Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S|7.024|8.78|SC001
FUR-FU-2870|3M Polarizing Light Filter Sleeves|11.936|14.92|SC012
OFF-FA-2961|Accos Thumb Tacks. Bulk Pack|5.8368|7.296|SC009
FUR-FU-6232|Tenex Carpeted. Granite-Look or Clear Contemporary Contour Shape Chair Mats|56.568|70.71|SC012
OFF-FA-2945|Accos Paper Clips. Bulk Pack|3.3984|4.248|SC009
OFF-FA-3045|Advantus Paper Clips. Bulk Pack|3.0016|3.752|SC009
FUR-FU-6226|Tenex Antistatic Computer Chair Mats|136.784|170.98|SC012
OFF-AR-6122|Stanley Pens. Easy-Erase|4.9536|6.192|SC006
OFF-FA-6206|Stockwell Thumb Tacks. Assorted Sizes|4.65552|5.8194|SC009
OFF-FA-2954|Accos Rubber Bands. Metal|8.96|11.2|SC009
TEC-PH-5581|PayAnywhere Card Reader|6.3936|7.992|SC001
FUR-FU-4047|Eldon Expressions Desk Accessory. Wood Pencil Holder. Oak|3.088|3.86|SC012
OFF-BI-4342|GBC DocuBind TL200 Manual Binding Machine|53.7552|67.194|SC013
FUR-FU-4759|Howard Miller 13 Diameter Pewter Finish Round Wall Clock|27.4816|34.352|SC012
OFF-EN-6326|Tyvek Interoffice Envelopes. 9 1/2 x 12 1/2. 100/Box|39.0272|48.784|SC017
OFF-AR-5910|Sanford Highlighters. Blue|3.78|4.725|SC006
FUR-FU-6356|Westinghouse Mesh Shade Clip-On Gooseneck Lamp. Black|11.312|14.14|SC012
OFF-AR-5328|Newell 348|2.624|3.28|SC006
OFF-AR-5909|Sanford EarthWrite Recycled Pencils. Medium Soft. #2|1.68|2.1|SC006
TEC-MA-5557|Panasonic KX MC6040 Color Laser Multifunction Printer|107.988|134.985|SC010
TEC-PH-5658|RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting|63.992|79.99|SC001
OFF-BI-4354|GBC Poly Designer Binding Covers|10.7136|13.392|SC013
OFF-EN-4438|GlobeWeis Clasp Envelope. with clear poly window|7.168|8.96|SC017
OFF-AR-5585|Peel-Off China Markers|7.944|9.93|SC006
OFF-PA-6623|Xerox Parchment Paper. Premium|3.1824|3.978|SC015
TEC-AC-5106|Logitech G35 7.1-Channel Surround Sound Headset|83.1936|103.992|SC011
OFF-BI-6379|Wilson Jones Binder. Durable|3.0976|3.872|SC013
OFF-AP-2855|1.7 Cubic Foot Compact Cube Office Refrigerators|133.2224|166.528|SC007
OFF-EN-5041|Kraft Peel and Seal. Recycled|8.17896|10.2237|SC017
OFF-BI-3742|Cardinal Slant-D Ring Binders|2.0856|2.607|SC013
OFF-BI-3247|Avery Binder Covers. Durable|5.028|6.285|SC013
OFF-EN-3672|Cameo Manila Envelope. with clear poly window|7.3296|9.162|SC017
OFF-FA-3074|Advantus Thumb Tacks. Bulk Pack|3.2616|4.077|SC009
OFF-EN-4914|Jiffy Mailers. Recycled|7.6736|9.592|SC017
OFF-LA-3203|Avery 484|1.8432|2.304|SC014
TEC-AC-4948|Kingston Digital DataTraveler 8GB USB 2.0|3.808|4.76|SC011
OFF-ST-3399|Belkin OmniView SE Rackmount Kit|28.384|35.48|SC008
OFF-FA-6194|Stockwell Push Pins. Assorted Sizes|2.5216|3.152|SC009
FUR-FU-4757|Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock|50.3616|62.952|SC012
OFF-PA-5593|Personal Creations Ink Jet Cards and Labels|9.184|11.48|SC015
OFF-SU-6178|Stiletto Shears. Serrated|17.916|22.395|SC016
OFF-LA-3313|Avery Removable Labels. Laser Printer Compatible|3.4368|4.296|SC014
FUR-TA-3560|Bretford CR4500 Series Slim Rectangular Table|167.1408|208.926|SC004
OFF-FA-5471|OIC Push Pins. 12 Pack|3.4416|4.302|SC009
OFF-FA-3063|Advantus Rubber Bands. Metal|5.3472|6.684|SC009
FUR-CH-5425|Office Star - Contemporary Task Swivel chair with 2-way adjustable arms. Plum|73.3488|91.686|SC002
TEC-PH-3154|ARKON Windshield Dashboard Air Vent Car Mount Holder|13.56|16.95|SC001
OFF-LA-5403|Novimex Shipping Labels. Adjustable|2.1312|2.664|SC014
TEC-AC-5280|NETGEAR N750 Dual Band Wi-Fi Gigabit Router|57.6|72|SC011
TEC-AC-4799|Hypercom P1300 Pinpad|50.4|63|SC011
OFF-ST-6231|Tenex Box. Wire Frame|4.9824|6.228|SC008
OFF-PA-4001|Eaton Message Books. Recycled|4.9176|6.147|SC015
OFF-AP-4216|Eureka Hand Vacuum. Bagless|39.544|49.43|SC007
OFF-EN-5023|Kraft Business Envelopes. Security-Tint|6.97056|8.7132|SC017
OFF-EN-4919|Jiffy Manila Envelope. Security-Tint|11.364|14.205|SC017
OFF-LA-5377|Novimex Color Coded Labels. Laser Printer Compatible|5.9616|7.452|SC014
OFF-AR-3496|Binney & Smith Pens. Easy-Erase|3.9072|4.884|SC006
OFF-PA-6520|Xerox 1964|14.6176|18.272|SC015
OFF-BI-6374|Wilson Jones Binder Covers. Clear|7.0716|8.8395|SC013
OFF-LA-6030|Smead Color Coded Labels. Laser Printer Compatible|5.5332|6.9165|SC014
FUR-TA-3434|Bevis Traditional Conference Table Top. Plinth Base|186.6816|233.352|SC004
OFF-ST-5596|Personal Folder Holder. Ebony|7.1744|8.968|SC008
FUR-BO-5531|O'Sullivan Plantations 2-Door Library in Landvery Oak|128.6272|160.784|SC005
OFF-AR-3521|Boston 1799 Powerhouse Electric Pencil Sharpener|20.784|25.98|SC006
TEC-PH-4883|Innergie mMini Combo Duo USB Travel Charging Kit|35.992|44.99|SC001
TEC-PH-4896|Jabra Supreme Plus Driver EditionÿHeadset|95.992|119.99|SC001
FUR-TA-3424|Bevis Rectangular Conference Tables|58.392|72.99|SC004
TEC-PH-5535|OtterBox Defender Series Case - Samsung Galaxy S4|19.1936|23.992|SC001
OFF-LA-3298|Avery Legal Exhibit Labels. Adjustable|2.9568|3.696|SC014
OFF-EN-5028|Kraft Clasp Envelope. with clear poly window|2.6752|3.344|SC017
OFF-PA-4162|Enermax Memo Slips. Recycled|6.228|7.785|SC015
OFF-BI-3252|Avery Binder. Durable|4.608|5.76|SC013
OFF-FA-2955|Accos Staples. 12 Pack|4.9824|6.228|SC009
